gene name	KO	thrshld	score	E-value	KO definition	MAG	CP	Count
TA2KigC100mmetaG_2.148624.fna_Ga0194127_10004123_4	K02316	111.27	482.8	4.80E-145	DNA primase [EC:2.7.7.101]	K_DeepCast_100m_m2_321.faa	CP Ziwabacteria	1
TA2KigC100mmetaG_2.148624.fna_Ga0194127_10004123_5	K07456	371.63	687.1	7.00E-207	DNA mismatch repair protein MutS2	K_DeepCast_100m_m2_321.faa	CP Ziwabacteria	1
TA2KigC100mmetaG_2.148624.fna_Ga0194127_10004123_6	K03558	36.13	52.4	1.10E-14	membrane protein required for colicin V production	K_DeepCast_100m_m2_321.faa	CP Ziwabacteria	1
TA2KigC100mmetaG_2.148624.fna_Ga0194127_10004123_7	K09117	49.5	169.8	1.80E-50	uncharacterized protein	K_DeepCast_100m_m2_321.faa	CP Ziwabacteria	1
TA2KigC100mmetaG_2.148624.fna_Ga0194127_10004123_8	K09761	65.23	180.7	6.30E-54	16S rRNA (uracil1498-N3)-methyltransferase [EC:2.1.1.193]	K_DeepCast_100m_m2_321.faa	CP Ziwabacteria	1
TA2KigC100mmetaG_2.148624.fna_Ga0194127_10004123_9	K03686	415.27	445.8	5.80E-134	molecular chaperone DnaJ	K_DeepCast_100m_m2_321.faa	CP Ziwabacteria	1
TA2KigC100mmetaG_2.148624.fna_Ga0194127_10004123_10	K03687	30.1	167.1	1.40E-49	molecular chaperone GrpE	K_DeepCast_100m_m2_321.faa	CP Ziwabacteria	1
TA2KigC100mmetaG_2.148624.fna_Ga0194127_10004123_11	K03705	68.47	186.3	1.90E-55	heat-inducible transcriptional repressor	K_DeepCast_100m_m2_321.faa	CP Ziwabacteria	1
TA2KigC100mmetaG_2.148624.fna_Ga0194127_10004123_13	K03100	118.33	212.7	1.80E-63	signal peptidase I [EC:3.4.21.89]	K_DeepCast_100m_m2_321.faa	CP Ziwabacteria	1
TA2KigC100mmetaG_2.148624.fna_Ga0194127_10004123_14	K03596	893.93	909.5	1.60E-274	GTP-binding protein LepA	K_DeepCast_100m_m2_321.faa	CP Ziwabacteria	1
TA2KigC100mmetaG_2.148624.fna_Ga0194127_10004123_16	K09022	130.1	210.2	1.20E-62	2-iminobutanoate/2-iminopropanoate deaminase [EC:3.5.99.10]	K_DeepCast_100m_m2_321.faa	CP Ziwabacteria	1
TA2KigC100mmetaG_2.148624.fna_Ga0194127_10004123_17	K00820	178.97	612.4	2.10E-184	glutamine---fructose-6-phosphate transaminase (isomerizing) [EC:2.6.1.16]	K_DeepCast_100m_m2_321.faa	CP Ziwabacteria	1
TA2KigC100mmetaG_2.148624.fna_Ga0194127_10004196_1	K00548	282.07	571.9	5.90E-172	5-methyltetrahydrofolate--homocysteine methyltransferase [EC:2.1.1.13]	K_DeepCast_100m_m2_321.faa	CP Ziwabacteria	1
TA2KigC100mmetaG_2.148624.fna_Ga0194127_10004196_2	K00297	32.27	212.8	1.60E-63	methylenetetrahydrofolate reductase (NADPH) [EC:1.5.1.20]	K_DeepCast_100m_m2_321.faa	CP Ziwabacteria	1
TA2KigC100mmetaG_2.148624.fna_Ga0194127_10004196_7	K10536	77.13	183.6	1.20E-54	agmatine deiminase [EC:3.5.3.12]	K_DeepCast_100m_m2_321.faa	CP Ziwabacteria	1
TA2KigC100mmetaG_2.148624.fna_Ga0194127_10004196_11	K00294	494.9	870.5	1.90E-262	1-pyrroline-5-carboxylate dehydrogenase [EC:1.2.1.88]	K_DeepCast_100m_m2_321.faa	CP Ziwabacteria	1
TA2KigC100mmetaG_2.148624.fna_Ga0194127_10004233_5	K11785	258.53	339.1	3.10E-102	1,4-dihydroxy-6-naphthoate synthase [EC:1.14.-.-]	K_DeepCast_100m_m2_321.faa	CP Ziwabacteria	1
TA2KigC100mmetaG_2.148624.fna_Ga0194127_10004233_6	K05710	105.67	117.2	1.40E-34	3-phenylpropionate/trans-cinnamate dioxygenase ferredoxin component	K_DeepCast_100m_m2_321.faa	CP Ziwabacteria	1
TA2KigC100mmetaG_2.148624.fna_Ga0194127_10004233_6	K15762	92.53	96.4	4.10E-28	toluene monooxygenase system ferredoxin subunit	K_DeepCast_100m_m2_321.faa	CP Ziwabacteria	1
TA2KigC100mmetaG_2.148624.fna_Ga0194127_10004233_7	K01470	66.57	205.6	2.40E-61	creatinine amidohydrolase [EC:3.5.2.10]	K_DeepCast_100m_m2_321.faa	CP Ziwabacteria	1
TA2KigC100mmetaG_2.148624.fna_Ga0194127_10004233_11	K15725	204.33	205.2	4.50E-61	outer membrane protein, cobalt-zinc-cadmium efflux system	K_DeepCast_100m_m2_321.faa	CP Ziwabacteria	1
TA2KigC100mmetaG_2.148624.fna_Ga0194127_10004233_12	K15727	284.63	335.3	1.10E-100	membrane fusion protein, cobalt-zinc-cadmium efflux system	K_DeepCast_100m_m2_321.faa	CP Ziwabacteria	1
TA2KigC100mmetaG_2.148624.fna_Ga0194127_10004233_13	K15726	1156.4	1336.5	0	cobalt-zinc-cadmium resistance protein CzcA	K_DeepCast_100m_m2_321.faa	CP Ziwabacteria	1
TA2KigC100mmetaG_2.148624.fna_Ga0194127_10004233_17	K00588	100.77	103.5	2.00E-30	caffeoyl-CoA O-methyltransferase [EC:2.1.1.104]	K_DeepCast_100m_m2_321.faa	CP Ziwabacteria	1
TA2KigC100mmetaG_2.148624.fna_Ga0194127_10004234_5	K09014	368.9	817.4	1.80E-246	Fe-S cluster assembly protein SufB	K_DeepCast_100m_m2_321.faa	CP Ziwabacteria	1
TA2KigC100mmetaG_2.148624.fna_Ga0194127_10004234_6	K09013	168.2	405.7	2.20E-122	Fe-S cluster assembly ATP-binding protein	K_DeepCast_100m_m2_321.faa	CP Ziwabacteria	1
TA2KigC100mmetaG_2.148624.fna_Ga0194127_10004234_7	K09015	274.57	431.1	1.70E-129	Fe-S cluster assembly protein SufD	K_DeepCast_100m_m2_321.faa	CP Ziwabacteria	1
TA2KigC100mmetaG_2.148624.fna_Ga0194127_10004234_8	K11717	556.8	696.1	1.20E-209	cysteine desulfurase / selenocysteine lyase [EC:2.8.1.7 4.4.1.16]	K_DeepCast_100m_m2_321.faa	CP Ziwabacteria	1
TA2KigC100mmetaG_2.148624.fna_Ga0194127_10004234_9	K04488	159.5	163.5	1.40E-48	nitrogen fixation protein NifU and related proteins	K_DeepCast_100m_m2_321.faa	CP Ziwabacteria	1
TA2KigC100mmetaG_2.148624.fna_Ga0194127_10004234_11	K07075	49.5	74.2	2.70E-21	uncharacterized protein	K_DeepCast_100m_m2_321.faa	CP Ziwabacteria	1
TA2KigC100mmetaG_2.148624.fna_Ga0194127_10004234_15	K11065	129.5	263.7	3.70E-79	thiol peroxidase, atypical 2-Cys peroxiredoxin [EC:1.11.1.15]	K_DeepCast_100m_m2_321.faa	CP Ziwabacteria	1
TA2KigC100mmetaG_2.148624.fna_Ga0194127_10004234_18	K07090	37.8	53.9	2.90E-15	uncharacterized protein	K_DeepCast_100m_m2_321.faa	CP Ziwabacteria	1
TA2KigC100mmetaG_2.148624.fna_Ga0194127_10004251_2	K05540	284.57	361.7	9.70E-109	tRNA-dihydrouridine synthase B [EC:1.-.-.-]	K_DeepCast_100m_m2_321.faa	CP Ziwabacteria	1
TA2KigC100mmetaG_2.148624.fna_Ga0194127_10004251_3	K06898	205.93	347.8	1.20E-104	pyridinium-3,5-biscarboxylic acid mononucleotide synthase [EC:2.5.1.143]	K_DeepCast_100m_m2_321.faa	CP Ziwabacteria	1
TA2KigC100mmetaG_2.148624.fna_Ga0194127_10004251_4	K09121	146.7	444.3	1.50E-133	pyridinium-3,5-bisthiocarboxylic acid mononucleotide nickel chelatase [EC:4.99.1.12]	K_DeepCast_100m_m2_321.faa	CP Ziwabacteria	1
TA2KigC100mmetaG_2.148624.fna_Ga0194127_10004251_7	K07058	38.37	199.1	2.70E-59	membrane protein	K_DeepCast_100m_m2_321.faa	CP Ziwabacteria	1
TA2KigC100mmetaG_2.148624.fna_Ga0194127_10004251_12	K00248	547.33	553.8	5.30E-167	butyryl-CoA dehydrogenase [EC:1.3.8.1]	K_DeepCast_100m_m2_321.faa	CP Ziwabacteria	1
TA2KigC100mmetaG_2.148624.fna_Ga0194127_10004251_14	K15726	1156.4	1386.5	0	cobalt-zinc-cadmium resistance protein CzcA	K_DeepCast_100m_m2_321.faa	CP Ziwabacteria	1
TA2KigC100mmetaG_2.148624.fna_Ga0194127_10004357_3	K01042	72.03	461.4	8.90E-139	L-seryl-tRNA(Ser) seleniumtransferase [EC:2.9.1.1]	K_DeepCast_100m_m2_321.faa	CP Ziwabacteria	1
TA2KigC100mmetaG_2.148624.fna_Ga0194127_10004357_5	K03529	601.5	930.4	3.20E-280	chromosome segregation protein	K_DeepCast_100m_m2_321.faa	CP Ziwabacteria	1
TA2KigC100mmetaG_2.148624.fna_Ga0194127_10004357_6	K03110	289.7	404.5	8.90E-122	fused signal recognition particle receptor	K_DeepCast_100m_m2_321.faa	CP Ziwabacteria	1
TA2KigC100mmetaG_2.148624.fna_Ga0194127_10004357_10	K02004	51.5	144	1.10E-42	putative ABC transport system permease protein	K_DeepCast_100m_m2_321.faa	CP Ziwabacteria	1
TA2KigC100mmetaG_2.148624.fna_Ga0194127_10004357_11	K02003	295.13	347.6	2.40E-104	putative ABC transport system ATP-binding protein	K_DeepCast_100m_m2_321.faa	CP Ziwabacteria	1
TA2KigC100mmetaG_2.148624.fna_Ga0194127_10004357_12	K02005	214.27	339.5	7.20E-102	HlyD family secretion protein	K_DeepCast_100m_m2_321.faa	CP Ziwabacteria	1
TA2KigC100mmetaG_2.148624.fna_Ga0194127_10004483_1	K03177	210.1	279.1	1.60E-83	tRNA pseudouridine55 synthase [EC:5.4.99.25]	K_DeepCast_100m_m2_321.faa	CP Ziwabacteria	1
TA2KigC100mmetaG_2.148624.fna_Ga0194127_10004483_2	K02834	26.97	105.4	7.50E-31	ribosome-binding factor A	K_DeepCast_100m_m2_321.faa	CP Ziwabacteria	1
TA2KigC100mmetaG_2.148624.fna_Ga0194127_10004483_3	K09764	42.3	88.2	1.40E-25	uncharacterized protein	K_DeepCast_100m_m2_321.faa	CP Ziwabacteria	1
TA2KigC100mmetaG_2.148624.fna_Ga0194127_10004483_4	K02519	315.83	932.3	7.20E-281	translation initiation factor IF-2	K_DeepCast_100m_m2_321.faa	CP Ziwabacteria	1
TA2KigC100mmetaG_2.148624.fna_Ga0194127_10004483_6	K02600	37.93	500.5	1.00E-150	transcription termination/antitermination protein NusA	K_DeepCast_100m_m2_321.faa	CP Ziwabacteria	1
TA2KigC100mmetaG_2.148624.fna_Ga0194127_10004483_7	K09748	28.87	139.6	2.60E-41	ribosome maturation factor RimP	K_DeepCast_100m_m2_321.faa	CP Ziwabacteria	1
TA2KigC100mmetaG_2.148624.fna_Ga0194127_10004483_9	K07091	204.07	340	4.10E-102	lipopolysaccharide export system permease protein	K_DeepCast_100m_m2_321.faa	CP Ziwabacteria	1
TA2KigC100mmetaG_2.148624.fna_Ga0194127_10004483_10	K11720	205.47	300.7	2.80E-90	lipopolysaccharide export system permease protein	K_DeepCast_100m_m2_321.faa	CP Ziwabacteria	1
TA2KigC100mmetaG_2.148624.fna_Ga0194127_10004483_10	K07091	204.07	218.1	3.90E-65	lipopolysaccharide export system permease protein	K_DeepCast_100m_m2_321.faa	CP Ziwabacteria	1
TA2KigC100mmetaG_2.148624.fna_Ga0194127_10004483_11	K01251	55	442.6	3.10E-133	adenosylhomocysteinase [EC:3.3.1.1]	K_DeepCast_100m_m2_321.faa	CP Ziwabacteria	1
TA2KigC100mmetaG_2.148624.fna_Ga0194127_10004489_2	K00791	181	307.1	4.20E-92	tRNA dimethylallyltransferase [EC:2.5.1.75]	K_DeepCast_100m_m2_321.faa	CP Ziwabacteria	1
TA2KigC100mmetaG_2.148624.fna_Ga0194127_10004489_3	K03572	417.4	634.4	3.90E-191	DNA mismatch repair protein MutL	K_DeepCast_100m_m2_321.faa	CP Ziwabacteria	1
TA2KigC100mmetaG_2.148624.fna_Ga0194127_10004489_5	K03555	670.1	1064.7	0	DNA mismatch repair protein MutS	K_DeepCast_100m_m2_321.faa	CP Ziwabacteria	1
TA2KigC100mmetaG_2.148624.fna_Ga0194127_10004489_7	K19804	112.07	171.8	5.20E-51	lipopolysaccharide assembly protein B	K_DeepCast_100m_m2_321.faa	CP Ziwabacteria	1
TA2KigC100mmetaG_2.148624.fna_Ga0194127_10004489_8	K08992	32.3	51.9	1.60E-14	lipopolysaccharide assembly protein A	K_DeepCast_100m_m2_321.faa	CP Ziwabacteria	1
TA2KigC100mmetaG_2.148624.fna_Ga0194127_10004489_9	K06168	459.23	526.7	2.00E-158	tRNA-2-methylthio-N6-dimethylallyladenosine synthase [EC:2.8.4.3]	K_DeepCast_100m_m2_321.faa	CP Ziwabacteria	1
TA2KigC100mmetaG_2.148624.fna_Ga0194127_10004489_10	K18707	408.47	424.5	9.80E-128	threonylcarbamoyladenosine tRNA methylthiotransferase MtaB [EC:2.8.4.5]	K_DeepCast_100m_m2_321.faa	CP Ziwabacteria	1
TA2KigC100mmetaG_2.148624.fna_Ga0194127_10004489_11	K02945	177.63	492.8	4.20E-148	small subunit ribosomal protein S1	K_DeepCast_100m_m2_321.faa	CP Ziwabacteria	1
TA2KigC100mmetaG_2.148624.fna_Ga0194127_10004489_12	K00945	69.63	251.6	2.50E-75	CMP/dCMP kinase [EC:2.7.4.25]	K_DeepCast_100m_m2_321.faa	CP Ziwabacteria	1
TA2KigC100mmetaG_2.148624.fna_Ga0194127_10004489_12	K00655	124.93	135.6	4.40E-40	1-acyl-sn-glycerol-3-phosphate acyltransferase [EC:2.3.1.51]	K_DeepCast_100m_m2_321.faa	CP Ziwabacteria	1
TA2KigC100mmetaG_2.148624.fna_Ga0194127_10004489_13	K00800	141.17	392.5	7.00E-118	3-phosphoshikimate 1-carboxyvinyltransferase [EC:2.5.1.19]	K_DeepCast_100m_m2_321.faa	CP Ziwabacteria	1
TA2KigC100mmetaG_2.148624.fna_Ga0194127_10004545_3	K11749	76	212.6	3.20E-63	regulator of sigma E protease [EC:3.4.24.-]	K_DeepCast_100m_m2_321.faa	CP Ziwabacteria	1
TA2KigC100mmetaG_2.148624.fna_Ga0194127_10004545_4	K00099	94.63	462.3	6.20E-139	1-deoxy-D-xylulose-5-phosphate reductoisomerase [EC:1.1.1.267]	K_DeepCast_100m_m2_321.faa	CP Ziwabacteria	1
TA2KigC100mmetaG_2.148624.fna_Ga0194127_10004545_5	K00981	48.33	184.3	8.00E-55	phosphatidate cytidylyltransferase [EC:2.7.7.41]	K_DeepCast_100m_m2_321.faa	CP Ziwabacteria	1
TA2KigC100mmetaG_2.148624.fna_Ga0194127_10004545_6	K00806	347.7	360	3.60E-108	undecaprenyl diphosphate synthase [EC:2.5.1.31]	K_DeepCast_100m_m2_321.faa	CP Ziwabacteria	1
TA2KigC100mmetaG_2.148624.fna_Ga0194127_10004545_7	K02838	29.07	237.4	4.40E-71	ribosome recycling factor	K_DeepCast_100m_m2_321.faa	CP Ziwabacteria	1
TA2KigC100mmetaG_2.148624.fna_Ga0194127_10004545_8	K09903	90.4	295.1	9.80E-89	uridylate kinase [EC:2.7.4.22]	K_DeepCast_100m_m2_321.faa	CP Ziwabacteria	1
TA2KigC100mmetaG_2.148624.fna_Ga0194127_10004545_9	K02357	118.43	271.7	2.80E-81	elongation factor Ts	K_DeepCast_100m_m2_321.faa	CP Ziwabacteria	1
TA2KigC100mmetaG_2.148624.fna_Ga0194127_10004545_10	K02967	137.83	385.3	6.80E-116	small subunit ribosomal protein S2	K_DeepCast_100m_m2_321.faa	CP Ziwabacteria	1
TA2KigC100mmetaG_2.148624.fna_Ga0194127_10004545_11	K02996	108.93	190.1	1.40E-56	small subunit ribosomal protein S9	K_DeepCast_100m_m2_321.faa	CP Ziwabacteria	1
TA2KigC100mmetaG_2.148624.fna_Ga0194127_10004545_12	K02871	72.63	212.2	1.60E-63	large subunit ribosomal protein L13	K_DeepCast_100m_m2_321.faa	CP Ziwabacteria	1
TA2KigC100mmetaG_2.148624.fna_Ga0194127_10004627_3	K00134	59.57	480.6	7.40E-145	glyceraldehyde 3-phosphate dehydrogenase [EC:1.2.1.12]	K_DeepCast_100m_m2_321.faa	CP Ziwabacteria	1
TA2KigC100mmetaG_2.148624.fna_Ga0194127_10004627_3	K01596	121.07	145.8	3.10E-43	phosphoenolpyruvate carboxykinase (GTP) [EC:4.1.1.32]	K_DeepCast_100m_m2_321.faa	CP Ziwabacteria	1
TA2KigC100mmetaG_2.148624.fna_Ga0194127_10004627_4	K00134	59.57	362.7	4.50E-109	glyceraldehyde 3-phosphate dehydrogenase [EC:1.2.1.12]	K_DeepCast_100m_m2_321.faa	CP Ziwabacteria	1
TA2KigC100mmetaG_2.148624.fna_Ga0194127_10004649_3	K09942	116.63	132	5.90E-39	uncharacterized protein	K_DeepCast_100m_m2_321.faa	CP Ziwabacteria	1
TA2KigC100mmetaG_2.148624.fna_Ga0194127_10004649_4	K16149	182.37	692.1	1.00E-208	1,4-alpha-glucan branching enzyme [EC:2.4.1.18]	K_DeepCast_100m_m2_321.faa	CP Ziwabacteria	1
TA2KigC100mmetaG_2.148624.fna_Ga0194127_10004649_6	K00942	177.97	221.5	3.60E-66	guanylate kinase [EC:2.7.4.8]	K_DeepCast_100m_m2_321.faa	CP Ziwabacteria	1
TA2KigC100mmetaG_2.148624.fna_Ga0194127_10004649_7	K03060	25.07	26.2	1.30E-06	DNA-directed RNA polymerase subunit omega [EC:2.7.7.6]	K_DeepCast_100m_m2_321.faa	CP Ziwabacteria	1
TA2KigC100mmetaG_2.148624.fna_Ga0194127_10004649_8	K13038	259.93	501.6	4.40E-151	phosphopantothenoylcysteine decarboxylase / phosphopantothenate---cysteine ligase [EC:4.1.1.36 6.3.2.5]	K_DeepCast_100m_m2_321.faa	CP Ziwabacteria	1
TA2KigC100mmetaG_2.148624.fna_Ga0194127_10004649_9	K09922	65.27	195	2.20E-58	uncharacterized protein	K_DeepCast_100m_m2_321.faa	CP Ziwabacteria	1
TA2KigC100mmetaG_2.148624.fna_Ga0194127_10004649_12	K07487	151.8	157.8	9.30E-47	transposase	K_DeepCast_100m_m2_321.faa	CP Ziwabacteria	1
TA2KigC100mmetaG_2.148624.fna_Ga0194127_10004649_12	K07481	48.3	98.7	9.30E-29	transposase, IS5 family	K_DeepCast_100m_m2_321.faa	CP Ziwabacteria	1
TA2KigC100mmetaG_2.148624.fna_Ga0194127_10004709_3	K03088	62	115.2	8.70E-34	RNA polymerase sigma-70 factor, ECF subfamily	K_DeepCast_100m_m2_321.faa	CP Ziwabacteria	1
TA2KigC100mmetaG_2.148624.fna_Ga0194127_10004709_6	K00873	43.03	608.1	6.00E-183	pyruvate kinase [EC:2.7.1.40]	K_DeepCast_100m_m2_321.faa	CP Ziwabacteria	1
TA2KigC100mmetaG_2.148624.fna_Ga0194127_10004709_10	K10255	235.27	394.8	7.80E-119	acyl-lipid omega-6 desaturase (Delta-12 desaturase) [EC:1.14.19.23 1.14.19.45]	K_DeepCast_100m_m2_321.faa	CP Ziwabacteria	1
TA2KigC100mmetaG_2.148624.fna_Ga0194127_10004722_9	K03088	62	147.6	1.20E-43	RNA polymerase sigma-70 factor, ECF subfamily	K_DeepCast_100m_m2_321.faa	CP Ziwabacteria	1
TA2KigC100mmetaG_2.148624.fna_Ga0194127_10004722_10	K01077	50.3	290	7.10E-87	alkaline phosphatase [EC:3.1.3.1]	K_DeepCast_100m_m2_321.faa	CP Ziwabacteria	1
TA2KigC100mmetaG_2.148624.fna_Ga0194127_10004771_2	K03273	160.83	202.8	1.90E-60	D-glycero-D-manno-heptose 1,7-bisphosphate phosphatase [EC:3.1.3.82 3.1.3.83]	K_DeepCast_100m_m2_321.faa	CP Ziwabacteria	1
TA2KigC100mmetaG_2.148624.fna_Ga0194127_10004771_5	K01710	427.67	521.5	4.00E-157	dTDP-glucose 4,6-dehydratase [EC:4.2.1.46]	K_DeepCast_100m_m2_321.faa	CP Ziwabacteria	1
TA2KigC100mmetaG_2.148624.fna_Ga0194127_10004771_6	K00973	258	288.4	2.10E-86	glucose-1-phosphate thymidylyltransferase [EC:2.7.7.24]	K_DeepCast_100m_m2_321.faa	CP Ziwabacteria	1
TA2KigC100mmetaG_2.148624.fna_Ga0194127_10004771_9	K01488	181.03	413	3.70E-124	adenosine deaminase [EC:3.5.4.4]	K_DeepCast_100m_m2_321.faa	CP Ziwabacteria	1
TA2KigC100mmetaG_2.148624.fna_Ga0194127_10004771_11	K00754	299.77	442.4	3.40E-133	L-malate glycosyltransferase [EC:2.4.1.-]	K_DeepCast_100m_m2_321.faa	CP Ziwabacteria	1
TA2KigC100mmetaG_2.148624.fna_Ga0194127_10004771_12	K01463	182.03	254.1	3.30E-76	N-acetylglucosamine malate deacetylase 1 [EC:3.5.1.-]	K_DeepCast_100m_m2_321.faa	CP Ziwabacteria	1
TA2KigC100mmetaG_2.148624.fna_Ga0194127_10004771_15	K06990	102.13	228	4.00E-68	MEMO1 family protein	K_DeepCast_100m_m2_321.faa	CP Ziwabacteria	1
TA2KigC100mmetaG_2.148624.fna_Ga0194127_10004771_16	K00278	549.47	742.1	1.60E-223	L-aspartate oxidase [EC:1.4.3.16]	K_DeepCast_100m_m2_321.faa	CP Ziwabacteria	1
TA2KigC100mmetaG_2.148624.fna_Ga0194127_10004771_18	K00912	102.73	217.8	5.40E-65	tetraacyldisaccharide 4'-kinase [EC:2.7.1.130]	K_DeepCast_100m_m2_321.faa	CP Ziwabacteria	1
TA2KigC100mmetaG_2.148624.fna_Ga0194127_10004829_2	K00789	18.87	556.7	1.00E-167	S-adenosylmethionine synthetase [EC:2.5.1.6]	K_DeepCast_100m_m2_321.faa	CP Ziwabacteria	1
TA2KigC100mmetaG_2.148624.fna_Ga0194127_10004829_4	K15916	178.37	204.1	5.60E-61	glucose/mannose-6-phosphate isomerase [EC:5.3.1.9 5.3.1.8]	K_DeepCast_100m_m2_321.faa	CP Ziwabacteria	1
TA2KigC100mmetaG_2.148624.fna_Ga0194127_10004829_5	K08483	674.67	712.9	9.80E-215	phosphotransferase system, enzyme I, PtsI [EC:2.7.3.9]	K_DeepCast_100m_m2_321.faa	CP Ziwabacteria	1
TA2KigC100mmetaG_2.148624.fna_Ga0194127_10004829_7	K22451	228.53	656	1.40E-197	4-alpha-glucanotransferase [EC:2.4.1.25]	K_DeepCast_100m_m2_321.faa	CP Ziwabacteria	1
TA2KigC100mmetaG_2.148624.fna_Ga0194127_10004829_10	K06023	50.67	336.2	3.50E-101	HPr kinase/phosphorylase [EC:2.7.11.- 2.7.4.-]	K_DeepCast_100m_m2_321.faa	CP Ziwabacteria	1
TA2KigC100mmetaG_2.148624.fna_Ga0194127_10004829_11	K05808	98.13	159.8	1.30E-47	putative sigma-54 modulation protein	K_DeepCast_100m_m2_321.faa	CP Ziwabacteria	1
TA2KigC100mmetaG_2.148624.fna_Ga0194127_10004829_12	K03092	43.4	538.7	2.40E-162	RNA polymerase sigma-54 factor	K_DeepCast_100m_m2_321.faa	CP Ziwabacteria	1
TA2KigC100mmetaG_2.148624.fna_Ga0194127_10004829_13	K06861	287.53	426.2	2.00E-128	lipopolysaccharide export system ATP-binding protein [EC:3.6.3.-]	K_DeepCast_100m_m2_321.faa	CP Ziwabacteria	1
TA2KigC100mmetaG_2.148624.fna_Ga0194127_10004829_13	K10822	138.23	188.6	2.10E-56	nonpolar-amino-acid-transporting ATPase [EC:7.4.2.2]	K_DeepCast_100m_m2_321.faa	CP Ziwabacteria	1
TA2KigC100mmetaG_2.148624.fna_Ga0194127_10004829_14	K11719	52.5	55.8	8.00E-16	lipopolysaccharide export system protein LptC	K_DeepCast_100m_m2_321.faa	CP Ziwabacteria	1
TA2KigC100mmetaG_2.148624.fna_Ga0194127_10004829_15	K06041	142.3	430.3	1.70E-129	arabinose-5-phosphate isomerase [EC:5.3.1.13]	K_DeepCast_100m_m2_321.faa	CP Ziwabacteria	1
TA2KigC100mmetaG_2.148624.fna_Ga0194127_10004829_16	K03270	154.2	172.4	2.20E-51	3-deoxy-D-manno-octulosonate 8-phosphate phosphatase (KDO 8-P phosphatase) [EC:3.1.3.45]	K_DeepCast_100m_m2_321.faa	CP Ziwabacteria	1
TA2KigC100mmetaG_2.148624.fna_Ga0194127_10004829_17	K01627	262.7	355.7	6.50E-107	2-dehydro-3-deoxyphosphooctonate aldolase (KDO 8-P synthase) [EC:2.5.1.55]	K_DeepCast_100m_m2_321.faa	CP Ziwabacteria	1
TA2KigC100mmetaG_2.148624.fna_Ga0194127_10004829_18	K01937	67.63	277.1	4.60E-83	CTP synthase [EC:6.3.4.2]	K_DeepCast_100m_m2_321.faa	CP Ziwabacteria	1
TA2KigC100mmetaG_2.148624.fna_Ga0194127_10004838_1	K03269	61.27	132.6	2.50E-39	UDP-2,3-diacylglucosamine hydrolase [EC:3.6.1.54]	K_DeepCast_100m_m2_321.faa	CP Ziwabacteria	1
TA2KigC100mmetaG_2.148624.fna_Ga0194127_10004838_5	K01448	31.93	219.8	1.50E-65	N-acetylmuramoyl-L-alanine amidase [EC:3.5.1.28]	K_DeepCast_100m_m2_321.faa	CP Ziwabacteria	1
TA2KigC100mmetaG_2.148624.fna_Ga0194127_10004838_9	K01892	282.8	308.5	1.80E-92	histidyl-tRNA synthetase [EC:6.1.1.21]	K_DeepCast_100m_m2_321.faa	CP Ziwabacteria	1
TA2KigC100mmetaG_2.148624.fna_Ga0194127_10004838_10	K01876	290.17	791.3	2.30E-238	aspartyl-tRNA synthetase [EC:6.1.1.12]	K_DeepCast_100m_m2_321.faa	CP Ziwabacteria	1
TA2KigC100mmetaG_2.148624.fna_Ga0194127_10004838_13	K06217	220	456.9	2.70E-137	phosphate starvation-inducible protein PhoH and related proteins	K_DeepCast_100m_m2_321.faa	CP Ziwabacteria	1
TA2KigC100mmetaG_2.148624.fna_Ga0194127_10004838_14	K07037	91.1	637.8	4.60E-192	cyclic-di-AMP phosphodiesterase PgpH [EC:3.1.4.-]	K_DeepCast_100m_m2_321.faa	CP Ziwabacteria	1
TA2KigC100mmetaG_2.148624.fna_Ga0194127_10004838_15	K07042	57.7	135.5	5.30E-40	probable rRNA maturation factor	K_DeepCast_100m_m2_321.faa	CP Ziwabacteria	1
TA2KigC100mmetaG_2.148624.fna_Ga0194127_10005202_3	K03655	407.97	758.2	3.00E-228	ATP-dependent DNA helicase RecG [EC:3.6.4.12]	K_DeepCast_100m_m2_321.faa	CP Ziwabacteria	1
TA2KigC100mmetaG_2.148624.fna_Ga0194127_10005202_5	K04757	51.5	102.1	5.40E-30	serine/threonine-protein kinase RsbW [EC:2.7.11.1]	K_DeepCast_100m_m2_321.faa	CP Ziwabacteria	1
TA2KigC100mmetaG_2.148624.fna_Ga0194127_10005202_11	K01873	600.13	1217.7	0	valyl-tRNA synthetase [EC:6.1.1.9]	K_DeepCast_100m_m2_321.faa	CP Ziwabacteria	1
TA2KigC100mmetaG_2.148624.fna_Ga0194127_10005202_12	K15539	77.2	90.3	3.00E-26	cytoskeleton protein RodZ	K_DeepCast_100m_m2_321.faa	CP Ziwabacteria	1
TA2KigC100mmetaG_2.148624.fna_Ga0194127_10005202_13	K00873	43.03	261.9	2.20E-78	pyruvate kinase [EC:2.7.1.40]	K_DeepCast_100m_m2_321.faa	CP Ziwabacteria	1
TA2KigC100mmetaG_2.148624.fna_Ga0194127_10005442_4	K03499	140.8	265.9	7.60E-80	trk system potassium uptake protein	K_DeepCast_100m_m2_321.faa	CP Ziwabacteria	1
TA2KigC100mmetaG_2.148624.fna_Ga0194127_10005442_5	K03498	82.13	425.9	4.10E-128	trk system potassium uptake protein	K_DeepCast_100m_m2_321.faa	CP Ziwabacteria	1
